State,Year,Crime Type,Value
uttarakhand,2017,Dowry Deaths,60
west bengal,2017,Dowry Deaths,499
a & n islands,2017,Dowry Deaths,1
chandigarh,2017,Dowry Deaths,1
d&n haveli,2017,Dowry Deaths,0
daman & diu,2017,Dowry Deaths,0
delhi ut,2017,Dowry Deaths,120
lakshadweep,2017,Dowry Deaths,0
puducherry,2017,Dowry Deaths,2
andhra pradesh,2018,Dowry Deaths,140
arunachal pradesh,2018,Dowry Deaths,0
assam,2018,Dowry Deaths,173
bihar,2018,Dowry Deaths,1107
chhattisgarh,2018,Dowry Deaths,79
goa,2018,Dowry Deaths,0
gujarat,2018,Dowry Deaths,9
haryana,2018,Dowry Deaths,216
himachal pradesh,2018,Dowry Deaths,4
jammu & kashmir,2018,Dowry Deaths,8
jharkhand,2018,Dowry Deaths,252
karnataka,2018,Dowry Deaths,200
kerala,2018,Dowry Deaths,17
madhya pradesh,2018,Dowry Deaths,547
maharashtra,2018,Dowry Deaths,200
manipur,2018,Dowry Deaths,0
meghalaya,2018,Dowry Deaths,1
mizoram,2018,Dowry Deaths,0
nagaland,2018,Dowry Deaths,0
odisha,2018,Dowry Deaths,372
punjab,2018,Dowry Deaths,67
rajasthan,2018,Dowry Deaths,404
sikkim,2018,Dowry Deaths,1
tamil nadu,2018,Dowry Deaths,55
telangana,2018,Dowry Deaths,186
tripura,2018,Dowry Deaths,18
uttar pradesh,2018,Dowry Deaths,2444
uttarakhand,2018,Dowry Deaths,63
west bengal,2018,Dowry Deaths,444
a & n islands,2018,Dowry Deaths,0
chandigarh,2018,Dowry Deaths,6
d&n haveli,2018,Dowry Deaths,0
daman & diu,2018,Dowry Deaths,0
delhi ut,2018,Dowry Deaths,153
lakshadweep,2018,Dowry Deaths,0
puducherry,2018,Dowry Deaths,0
andhra pradesh,2019,Dowry Deaths,112
arunachal pradesh,2019,Dowry Deaths,1
assam,2019,Dowry Deaths,156
bihar,2019,Dowry Deaths,1120
chhattisgarh,2019,Dowry Deaths,76
goa,2019,Dowry Deaths,1
gujarat,2019,Dowry Deaths,9
haryana,2019,Dowry Deaths,248
himachal pradesh,2019,Dowry Deaths,4
jammu & kashmir,2019,Dowry Deaths,8
jharkhand,2019,Dowry Deaths,299
karnataka,2019,Dowry Deaths,194
kerala,2019,Dowry Deaths,8
madhya pradesh,2019,Dowry Deaths,550
maharashtra,2019,Dowry Deaths,196
manipur,2019,Dowry Deaths,0
meghalaya,2019,Dowry Deaths,3
mizoram,2019,Dowry Deaths,0
nagaland,2019,Dowry Deaths,0
odisha,2019,Dowry Deaths,342
punjab,2019,Dowry Deaths,69
rajasthan,2019,Dowry Deaths,452
sikkim,2019,Dowry Deaths,0
tamil nadu,2019,Dowry Deaths,28
telangana,2019,Dowry Deaths,163
tripura,2019,Dowry Deaths,38
uttar pradesh,2019,Dowry Deaths,2410
uttarakhand,2019,Dowry Deaths,57
west bengal,2019,Dowry Deaths,444
a & n islands,2019,Dowry Deaths,0
chandigarh,2019,Dowry Deaths,6
d&n haveli,2019,Dowry Deaths,3
daman & diu,2019,Dowry Deaths,2
delhi ut,2019,Dowry Deaths,116
lakshadweep,2019,Dowry Deaths,0
puducherry,2019,Dowry Deaths,0
andhra pradesh,2020,Dowry Deaths,111
arunachal pradesh,2020,Dowry Deaths,0
assam,2020,Dowry Deaths,148
bihar,2020,Dowry Deaths,1046
chhattisgarh,2020,Dowry Deaths,71
goa,2020,Dowry Deaths,0
gujarat,2020,Dowry Deaths,6
haryana,2020,Dowry Deaths,251
himachal pradesh,2020,Dowry Deaths,1
jammu & kashmir,2020,Dowry Deaths,275
jharkhand,2020,Dowry Deaths,176
karnataka,2020,Dowry Deaths,6
kerala,2020,Dowry Deaths,608
madhya pradesh,2020,Dowry Deaths,197
maharashtra,2020,Dowry Deaths,1
manipur,2020,Dowry Deaths,1
meghalaya,2020,Dowry Deaths,0
mizoram,2020,Dowry Deaths,1
nagaland,2020,Dowry Deaths,320
odisha,2020,Dowry Deaths,63
punjab,2020,Dowry Deaths,479
rajasthan,2020,Dowry Deaths,0
sikkim,2020,Dowry Deaths,40
tamil nadu,2020,Dowry Deaths,158
telangana,2020,Dowry Deaths,23
tripura,2020,Dowry Deaths,2274
uttar pradesh,2020,Dowry Deaths,65
uttarakhand,2020,Dowry Deaths,522
west bengal,2020,Dowry Deaths,0
a & n islands,2020,Dowry Deaths,1
chandigarh,2020,Dowry Deaths,1
d&n haveli,2020,Dowry Deaths,110
daman & diu,2020,Dowry Deaths,9
delhi ut,2020,Dowry Deaths,0
lakshadweep,2020,Dowry Deaths,0
puducherry,2020,Dowry Deaths,2
andhra pradesh,2021,Dowry Deaths,108
arunachal pradesh,2021,Dowry Deaths,0
assam,2021,Dowry Deaths,198
bihar,2021,Dowry Deaths,1000
chhattisgarh,2021,Dowry Deaths,65
goa,2021,Dowry Deaths,0
gujarat,2021,Dowry Deaths,11
haryana,2021,Dowry Deaths,275
himachal pradesh,2021,Dowry Deaths,2
jammu & kashmir,2021,Dowry Deaths,281
jharkhand,2021,Dowry Deaths,158
karnataka,2021,Dowry Deaths,9
kerala,2021,Dowry Deaths,522
madhya pradesh,2021,Dowry Deaths,172
maharashtra,2021,Dowry Deaths,2
manipur,2021,Dowry Deaths,0
meghalaya,2021,Dowry Deaths,0
mizoram,2021,Dowry Deaths,0
nagaland,2021,Dowry Deaths,293
odisha,2021,Dowry Deaths,69
punjab,2021,Dowry Deaths,452
rajasthan,2021,Dowry Deaths,0
sikkim,2021,Dowry Deaths,27
tamil nadu,2021,Dowry Deaths,175
telangana,2021,Dowry Deaths,22
tripura,2021,Dowry Deaths,2222
uttar pradesh,2021,Dowry Deaths,72
uttarakhand,2021,Dowry Deaths,454
west bengal,2021,Dowry Deaths,1
a & n islands,2021,Dowry Deaths,4
chandigarh,2021,Dowry Deaths,0
d&n haveli,2021,Dowry Deaths,141
daman & diu,2021,Dowry Deaths,16
delhi ut,2021,Dowry Deaths,0
lakshadweep,2021,Dowry Deaths,0
puducherry,2021,Dowry Deaths,2
andhra pradesh,2001,Assault against women,3544
arunachal pradesh,2001,Assault against women,78
assam,2001,Assault against women,850
bihar,2001,Assault against women,562
chhattisgarh,2001,Assault against women,1763
goa,2001,Assault against women,17
gujarat,2001,Assault against women,756
haryana,2001,Assault against women,478
himachal pradesh,2001,Assault against women,310
jammu & kashmir,2001,Assault against women,622
jharkhand,2001,Assault against women,297
karnataka,2001,Assault against women,1665
kerala,2001,Assault against women,1942
madhya pradesh,2001,Assault against women,7063
maharashtra,2001,Assault against women,2823
manipur,2001,Assault against women,21
meghalaya,2001,Assault against women,25
mizoram,2001,Assault against women,52
nagaland,2001,Assault against women,6
odisha,2001,Assault against women,1655
punjab,2001,Assault against women,372
rajasthan,2001,Assault against women,2878
sikkim,2001,Assault against women,0
tamil nadu,2001,Assault against women,1773
tripura,2001,Assault against women,58
uttar pradesh,2001,Assault against women,2870
uttarakhand,2001,Assault against women,103
west bengal,2001,Assault against women,954
a & n islands,2001,Assault against women,19
chandigarh,2001,Assault against women,24
d & n haveli,2001,Assault against women,7
daman & diu,2001,Assault against women,0
lakshadweep,2001,Assault against women,0
puducherry,2001,Assault against women,35
andhra pradesh,2002,Assault against women,3799
arunachal pradesh,2002,Assault against women,68
assam,2002,Assault against women,984
bihar,2002,Assault against women,621
chhattisgarh,2002,Assault against women,1483
goa,2002,Assault against women,18
gujarat,2002,Assault against women,750
haryana,2002,Assault against women,454
himachal pradesh,2002,Assault against women,326
jammu & kashmir,2002,Assault against women,785
jharkhand,2002,Assault against women,411
karnataka,2002,Assault against women,1648
kerala,2002,Assault against women,2123
madhya pradesh,2002,Assault against women,7118
maharashtra,2002,Assault against women,2686
manipur,2002,Assault against women,58
meghalaya,2002,Assault against women,23
mizoram,2002,Assault against women,73
nagaland,2002,Assault against women,1
odisha,2002,Assault against women,1605
punjab,2002,Assault against women,341
rajasthan,2002,Assault against women,2730
sikkim,2002,Assault against women,17
tamil nadu,2002,Assault against women,1877
tripura,2002,Assault against women,128
uttar pradesh,2002,Assault against women,2145
uttarakhand,2002,Assault against women,145
west bengal,2002,Assault against women,964
a & n islands,2002,Assault against women,17
chandigarh,2002,Assault against women,36
d & n haveli,2002,Assault against women,3
daman & diu,2002,Assault against women,0
lakshadweep,2002,Assault against women,1
puducherry,2002,Assault against women,59
andhra pradesh,2003,Assault against women,4128
arunachal pradesh,2003,Assault against women,43
assam,2003,Assault against women,878
bihar,2003,Assault against women,688
chhattisgarh,2003,Assault against women,1481
goa,2003,Assault against women,19
gujarat,2003,Assault against women,722
haryana,2003,Assault against women,344
himachal pradesh,2003,Assault against women,250
jammu & kashmir,2003,Assault against women,875
jharkhand,2003,Assault against women,424
karnataka,2003,Assault against women,1585
kerala,2003,Assault against women,1947
madhya pradesh,2003,Assault against women,6848
maharashtra,2003,Assault against women,2661
manipur,2003,Assault against women,44
meghalaya,2003,Assault against women,13
mizoram,2003,Assault against women,88
nagaland,2003,Assault against women,4
odisha,2003,Assault against women,1669
punjab,2003,Assault against women,346
rajasthan,2003,Assault against women,2715
sikkim,2003,Assault against women,25
tamil nadu,2003,Assault against women,2022
tripura,2003,Assault against women,127
uttar pradesh,2003,Assault against women,1098
uttarakhand,2003,Assault against women,136
west bengal,2003,Assault against women,1186
a & n islands,2003,Assault against women,9
chandigarh,2003,Assault against women,11
d & n haveli,2003,Assault against women,4
daman & diu,2003,Assault against women,3
lakshadweep,2003,Assault against women,1
puducherry,2003,Assault against women,56
andhra pradesh,2004,Assault against women,3817
arunachal pradesh,2004,Assault against women,61
assam,2004,Assault against women,883
bihar,2004,Assault against women,704
chhattisgarh,2004,Assault against women,1661
goa,2004,Assault against women,23
gujarat,2004,Assault against women,757
haryana,2004,Assault against women,403
himachal pradesh,2004,Assault against women,284
jammu & kashmir,2004,Assault against women,990
jharkhand,2004,Assault against women,411
karnataka,2004,Assault against women,1435
kerala,2004,Assault against women,2260
madhya pradesh,2004,Assault against women,6690
maharashtra,2004,Assault against women,2831
manipur,2004,Assault against women,30
meghalaya,2004,Assault against women,34
mizoram,2004,Assault against women,66
nagaland,2004,Assault against women,3
odisha,2004,Assault against women,1811
punjab,2004,Assault against women,261
rajasthan,2004,Assault against women,2825
sikkim,2004,Assault against women,40
tamil nadu,2004,Assault against women,1861
tripura,2004,Assault against women,134
uttar pradesh,2004,Assault against women,1900
uttarakhand,2004,Assault against women,143
west bengal,2004,Assault against women,1566
a & n islands,2004,Assault against women,6
chandigarh,2004,Assault against women,20
d & n haveli,2004,Assault against women,5
daman & diu,2004,Assault against women,1
lakshadweep,2004,Assault against women,0
puducherry,2004,Assault against women,50
andhra pradesh,2005,Assault against women,3595
arunachal pradesh,2005,Assault against women,67
assam,2005,Assault against women,899
bihar,2005,Assault against women,451
chhattisgarh,2005,Assault against women,1450
goa,2005,Assault against women,30
gujarat,2005,Assault against women,802
haryana,2005,Assault against women,380
himachal pradesh,2005,Assault against women,286
jammu & kashmir,2005,Assault against women,830
jharkhand,2005,Assault against women,293
karnataka,2005,Assault against women,1585
kerala,2005,Assault against women,2339
madhya pradesh,2005,Assault against women,6426
maharashtra,2005,Assault against women,3228
manipur,2005,Assault against women,25
meghalaya,2005,Assault against women,44
mizoram,2005,Assault against women,49
nagaland,2005,Assault against women,7
odisha,2005,Assault against women,2238
punjab,2005,Assault against women,308
rajasthan,2005,Assault against women,2503
sikkim,2005,Assault against women,38
tamil nadu,2005,Assault against women,1764
tripura,2005,Assault against women,161
uttar pradesh,2005,Assault against women,1835
uttarakhand,2005,Assault against women,100
west bengal,2005,Assault against women,1572
a & n islands,2005,Assault against women,11
chandigarh,2005,Assault against women,31
d & n haveli,2005,Assault against women,5
daman & diu,2005,Assault against women,1
lakshadweep,2005,Assault against women,0
puducherry,2005,Assault against women,60
andhra pradesh,2006,Assault against women,4534
arunachal pradesh,2006,Assault against women,63
assam,2006,Assault against women,1290
bihar,2006,Assault against women,530
chhattisgarh,2006,Assault against women,1598
goa,2006,Assault against women,18
gujarat,2006,Assault against women,736
haryana,2006,Assault against women,486
himachal pradesh,2006,Assault against women,275
jammu & kashmir,2006,Assault against women,960
jharkhand,2006,Assault against women,414
karnataka,2006,Assault against women,1683
kerala,2006,Assault against women,2543
madhya pradesh,2006,Assault against women,6243
maharashtra,2006,Assault against women,3479
manipur,2006,Assault against women,42
meghalaya,2006,Assault against women,57
mizoram,2006,Assault against women,51
nagaland,2006,Assault against women,3
odisha,2006,Assault against women,2415
punjab,2006,Assault against women,314
rajasthan,2006,Assault against women,2582
sikkim,2006,Assault against women,14
tamil nadu,2006,Assault against women,1179
tripura,2006,Assault against women,207
uttar pradesh,2006,Assault against women,2096
uttarakhand,2006,Assault against women,153
west bengal,2006,Assault against women,1837
a & n islands,2006,Assault against women,14
chandigarh,2006,Assault against women,20
d & n haveli,2006,Assault against women,5
daman & diu,2006,Assault against women,2
lakshadweep,2006,Assault against women,0
puducherry,2006,Assault against women,56
andhra pradesh,2007,Assault against women,4406
arunachal pradesh,2007,Assault against women,72
assam,2007,Assault against women,789
bihar,2007,Assault against women,853
chhattisgarh,2007,Assault against women,1549
goa,2007,Assault against women,20
gujarat,2007,Assault against women,822
haryana,2007,Assault against women,417
himachal pradesh,2007,Assault against women,322
jammu & kashmir,2007,Assault against women,986
jharkhand,2007,Assault against women,342
karnataka,2007,Assault against women,1828
kerala,2007,Assault against women,2624
madhya pradesh,2007,Assault against women,6772
maharashtra,2007,Assault against women,3306
manipur,2007,Assault against women,70
meghalaya,2007,Assault against women,45
mizoram,2007,Assault against women,66
nagaland,2007,Assault against women,8
odisha,2007,Assault against women,2775
punjab,2007,Assault against women,427
rajasthan,2007,Assault against women,2477
sikkim,2007,Assault against women,13
tamil nadu,2007,Assault against women,1540
tripura,2007,Assault against women,244
uttar pradesh,2007,Assault against women,2522
uttarakhand,2007,Assault against women,146
west bengal,2007,Assault against women,2281
a & n islands,2007,Assault against women,21
chandigarh,2007,Assault against women,32
d & n haveli,2007,Assault against women,0
daman & diu,2007,Assault against women,0
lakshadweep,2007,Assault against women,2
puducherry,2007,Assault against women,89
andhra pradesh,2008,Assault against women,4730
arunachal pradesh,2008,Assault against women,72
assam,2008,Assault against women,1272
bihar,2008,Assault against women,999
chhattisgarh,2008,Assault against women,1621
goa,2008,Assault against women,32
gujarat,2008,Assault against women,828
haryana,2008,Assault against women,435
himachal pradesh,2008,Assault against women,295
jammu & kashmir,2008,Assault against women,935
jharkhand,2008,Assault against women,271
karnataka,2008,Assault against women,1954
kerala,2008,Assault against women,2745
madhya pradesh,2008,Assault against women,6445
maharashtra,2008,Assault against women,3619
manipur,2008,Assault against women,57
meghalaya,2008,Assault against women,54
mizoram,2008,Assault against women,78
nagaland,2008,Assault against women,15
odisha,2008,Assault against women,2782
punjab,2008,Assault against women,388
rajasthan,2008,Assault against women,2520
sikkim,2008,Assault against women,19
tamil nadu,2008,Assault against women,1705
tripura,2008,Assault against women,346
uttar pradesh,2008,Assault against women,2955
uttarakhand,2008,Assault against women,120
west bengal,2008,Assault against women,2396
a & n islands,2008,Assault against women,24
chandigarh,2008,Assault against women,19
d & n haveli,2008,Assault against women,4
daman & diu,2008,Assault against women,2
lakshadweep,2008,Assault against women,0
puducherry,2008,Assault against women,65
andhra pradesh,2009,Assault against women,5147
arunachal pradesh,2009,Assault against women,58
assam,2009,Assault against women,1342
bihar,2009,Assault against women,726
chhattisgarh,2009,Assault against women,1598
goa,2009,Assault against women,37
gujarat,2009,Assault against women,727
haryana,2009,Assault against women,451
himachal pradesh,2009,Assault against women,318
jammu & kashmir,2009,Assault against women,972
jharkhand,2009,Assault against women,276
karnataka,2009,Assault against women,2186
kerala,2009,Assault against women,2540
madhya pradesh,2009,Assault against women,6307
maharashtra,2009,Assault against women,3196
manipur,2009,Assault against women,39
meghalaya,2009,Assault against women,72
mizoram,2009,Assault against women,61
nagaland,2009,Assault against women,11
odisha,2009,Assault against women,2697
punjab,2009,Assault against women,319
rajasthan,2009,Assault against women,2485
sikkim,2009,Assault against women,10
tamil nadu,2009,Assault against women,1242
tripura,2009,Assault against women,384
uttar pradesh,2009,Assault against women,2782
uttarakhand,2009,Assault against women,119
west bengal,2009,Assault against women,1942
a & n islands,2009,Assault against women,30
chandigarh,2009,Assault against women,26
d & n haveli,2009,Assault against women,2
daman & diu,2009,Assault against women,4
lakshadweep,2009,Assault against women,0
puducherry,2009,Assault against women,53
andhra pradesh,2010,Assault against women,4634
arunachal pradesh,2010,Assault against women,84
assam,2010,Assault against women,1400
bihar,2010,Assault against women,534
chhattisgarh,2010,Assault against women,1706
goa,2010,Assault against women,36
gujarat,2010,Assault against women,668
haryana,2010,Assault against women,476
himachal pradesh,2010,Assault against women,350
jammu & kashmir,2010,Assault against women,1038
jharkhand,2010,Assault against women,245
karnataka,2010,Assault against women,2544
kerala,2010,Assault against women,2936
madhya pradesh,2010,Assault against women,6646
maharashtra,2010,Assault against women,3661
manipur,2010,Assault against women,31
meghalaya,2010,Assault against women,48
mizoram,2010,Assault against women,75
nagaland,2010,Assault against women,13
odisha,2010,Assault against women,2905
punjab,2010,Assault against women,349
rajasthan,2010,Assault against women,2339
sikkim,2010,Assault against women,11
tamil nadu,2010,Assault against women,1405
tripura,2010,Assault against women,376
uttar pradesh,2010,Assault against women,2793
uttarakhand,2010,Assault against women,125
west bengal,2010,Assault against women,2465
a & n islands,2010,Assault against women,31
chandigarh,2010,Assault against women,29
d & n haveli,2010,Assault against women,11
daman & diu,2010,Assault against women,2
lakshadweep,2010,Assault against women,0
puducherry,2010,Assault against women,46
andhra pradesh,2011,Assault against women,0
arunachal pradesh,2011,Assault against women,0
assam,2011,Assault against women,0
bihar,2011,Assault against women,0
chhattisgarh,2011,Assault against women,0
goa,2011,Assault against women,0
gujarat,2011,Assault against women,0
haryana,2011,Assault against women,0
himachal pradesh,2011,Assault against women,0
jammu & kashmir,2011,Assault against women,0
jharkhand,2011,Assault against women,0
karnataka,2011,Assault against women,0
kerala,2011,Assault against women,0
madhya pradesh,2011,Assault against women,0
maharashtra,2011,Assault against women,0
manipur,2011,Assault against women,0
meghalaya,2011,Assault against women,0
mizoram,2011,Assault against women,0
nagaland,2011,Assault against women,0
odisha,2011,Assault against women,0
punjab,2011,Assault against women,0
rajasthan,2011,Assault against women,0
sikkim,2011,Assault against women,0
tamil nadu,2011,Assault against women,0
telangana,2011,Assault against women,0
tripura,2011,Assault against women,0
uttar pradesh,2011,Assault against women,0
uttarakhand,2011,Assault against women,0
west bengal,2011,Assault against women,0
a & n islands,2011,Assault against women,0
chandigarh,2011,Assault against women,0
d&n haveli,2011,Assault against women,0
daman & diu,2011,Assault against women,0
delhi ut,2011,Assault against women,0
lakshadweep,2011,Assault against women,0
puducherry,2011,Assault against women,0
andhra pradesh,2012,Assault against women,4816
arunachal pradesh,2012,Assault against women,67
assam,2012,Assault against women,1840
bihar,2012,Assault against women,118
chhattisgarh,2012,Assault against women,1601
goa,2012,Assault against women,49
gujarat,2012,Assault against women,745
haryana,2012,Assault against women,525
himachal pradesh,2012,Assault against women,250
jammu & kashmir,2012,Assault against women,1322
jharkhand,2012,Assault against women,284
karnataka,2012,Assault against women,2978
kerala,2012,Assault against women,3735
madhya pradesh,2012,Assault against women,6655
maharashtra,2012,Assault against women,3935
manipur,2012,Assault against women,49
meghalaya,2012,Assault against women,43
mizoram,2012,Assault against women,85
nagaland,2012,Assault against women,16
odisha,2012,Assault against women,4187
punjab,2012,Assault against women,340
rajasthan,2012,Assault against women,2352
sikkim,2012,Assault against women,19
tamil nadu,2012,Assault against women,1494
telangana,2012,Assault against women,0
tripura,2012,Assault against women,314
uttar pradesh,2012,Assault against women,3247
uttarakhand,2012,Assault against women,139
west bengal,2012,Assault against women,3345
a & n islands,2012,Assault against women,10
chandigarh,2012,Assault against women,45
d&n haveli,2012,Assault against women,2
daman & diu,2012,Assault against women,0
delhi ut,2012,Assault against women,727
lakshadweep,2012,Assault against women,1
puducherry,2012,Assault against women,9
andhra pradesh,2013,Assault against women,6930
arunachal pradesh,2013,Assault against women,93
assam,2013,Assault against women,2409
bihar,2013,Assault against women,331
chhattisgarh,2013,Assault against women,2261
goa,2013,Assault against women,162
gujarat,2013,Assault against women,1243
haryana,2013,Assault against women,1560
himachal pradesh,2013,Assault against women,493
jammu & kashmir,2013,Assault against women,1389
